914,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
914,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
913,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
913,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
515,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
515,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
919,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
919,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
1009,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
1009,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
1008,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
1008,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
687,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
687,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
912,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
912,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
758,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
758,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
915,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
915,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
686,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
686,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
756,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
756,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
755,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
755,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
1007,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
1007,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
980,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
980,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
622,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
622,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
754,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
754,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
753,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
753,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
684,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
684,2017,2017_2,N/V,01/11/2017  1:42PM,2,,
492,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
492,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
716,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
716,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
751,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
751,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
981,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
981,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
750,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
750,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
779,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
779,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
789,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
789,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
972,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
972,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
1005,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
1005,2017,2017_2,N/V,01/11/2017  1:42PM,2,,
1004,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
1004,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
747,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
747,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
720,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
720,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
483,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
483,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
477,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
477,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
746,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
746,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
680,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
680,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
475,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
475,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
787,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
787,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
778,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
778,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
678,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
678,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
973,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
973,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
595,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
595,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
744,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
744,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
784,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
784,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
467,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
467,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
466,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
466,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
743,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
743,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
1003,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
1003,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
742,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
742,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
459,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
459,2017,2017_2,N/V,01/11/2017  1:42PM,2,,
676,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
676,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
1001,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
1001,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
633,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
633,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
457,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
457,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
642,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
642,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
592,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
592,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
910,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
910,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
455,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
455,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
674,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
674,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
740,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
740,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
1000,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
1000,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
448,2017,2017_1,Excused Absence,01/11/2017 12:47PM,1,R2,
448,2017,2017_2,Excused Absence,01/11/2017  1:42PM,2,,
672,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
672,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
739,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
739,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
579,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
579,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
671,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
671,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
974,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
974,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
738,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
738,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
984,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
984,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
669,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
669,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
736,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
736,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
668,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
668,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
641,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
641,2017,2017_2,N/V,01/11/2017  1:42PM,2,,
998,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
998,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
905,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
905,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
733,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
733,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
433,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
433,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
434,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
434,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
613,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
613,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
667,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
667,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
732,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
732,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
429,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
429,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
428,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
428,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
781,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
781,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
737,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
737,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
997,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
997,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
666,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
666,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
999,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
999,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
731,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
731,2017,2017_2,N/V,01/11/2017  1:42PM,2,,
777,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
777,2017,2017_2,N/V,01/11/2017  1:42PM,2,,
730,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
730,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
996,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
996,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
415,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
415,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
664,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
664,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
995,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
995,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
412,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
412,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
728,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
728,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
612,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
612,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
725,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
725,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
909,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
909,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
590,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
590,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
1002,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
1002,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
662,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
662,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
908,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
908,2017,2017_2,N/V,01/11/2017  1:42PM,2,,
994,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
994,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
611,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
611,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
610,2017,2017_1,Excused Absence,01/11/2017 12:47PM,1,R2,
610,2017,2017_2,Excused Absence,01/11/2017  1:42PM,2,,
675,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
675,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
404,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
404,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
407,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
407,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
723,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
723,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
993,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
993,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
992,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
992,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
991,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
991,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
721,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
721,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
630,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
630,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
907,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
907,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
916,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
916,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
985,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
985,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
906,2017,2017_1,Aye,01/11/2017 12:47PM,1,R2,
906,2017,2017_2,Aye,01/11/2017  1:42PM,2,,
776,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
776,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
776,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
964,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
964,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
964,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
775,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
775,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
775,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
969,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
969,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
969,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
704,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
704,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
704,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
790,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
790,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
790,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
564,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
564,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
564,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
774,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
774,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
774,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
967,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
967,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
967,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
773,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
773,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
773,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
702,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
702,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
702,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
701,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
701,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
701,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
772,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
772,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
772,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
771,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
771,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
771,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
700,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
700,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
700,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
990,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
990,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
990,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
699,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
699,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
699,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
607,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
607,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
607,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
945,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
945,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
945,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
970,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
970,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
970,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
796,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
796,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
796,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
788,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
788,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
788,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
791,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
791,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
791,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
697,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
697,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
697,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
988,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
988,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
988,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
696,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
696,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
696,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
695,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
695,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
695,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
694,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
694,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
694,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
787,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
787,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
787,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
983,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
983,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
983,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
768,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
768,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
768,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
989,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
989,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
989,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
767,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
767,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
767,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
692,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
692,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
692,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
691,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
691,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
691,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
766,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
766,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
766,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
764,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
764,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
764,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
765,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
765,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
765,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
978,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
978,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
978,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
780,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
780,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
780,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
528,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
528,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
528,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
527,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
527,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
527,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
987,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
987,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
987,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
639,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
639,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
639,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
523,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
523,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
523,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
763,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
763,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
763,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
986,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
986,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
986,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
979,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
979,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
979,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
968,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
968,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
968,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
762,2017,2017_1,Aye,01/11/2017 12:45PM,1,Motion 8,
762,2017,2017_3,Aye,01/11/2017  1:06PM,2,,
762,2017,2017_2,Aye,01/11/2017  1:04PM,1,Motion 11,
